,0,1,2,Cluster_ID(3-means),age-interval(3-means),Cluster_ID(4-means),age-interval(4-means),Cluster_ID(5-means),age-interval(5-means),Cluster_ID(6-means),age-interval(6-means),Cluster_ID(7-means),age-interval(7-means),Cluster_ID(8-means),age-interval(8-means)
1716,579548000000,10.60273973,'female',2,6 - 17,3,6 - 16,4,6 - 15,2,6 - 16,0,6 - 15,0,6 - 15
1717,579900000000,21.0,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
1718,579996000000,11.0,'male',2,6 - 17,3,6 - 16,4,6 - 15,2,6 - 16,0,6 - 15,0,6 - 15
1719,580286000000,10.0,'male',2,6 - 17,3,6 - 16,4,6 - 15,2,6 - 16,0,6 - 15,0,6 - 15
1720,580749000000,11.72876712,'male',2,6 - 17,3,6 - 16,4,6 - 15,2,6 - 16,0,6 - 15,0,6 - 15
1721,581074000000,72.5,'male',0,42 - 86,1,51 - 86,1,56 - 86,1,65 - 86,5,65 - 86,1,65 - 86
1722,581150000000,21.0,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
1723,581314000000,7.66,'male',2,6 - 17,3,6 - 16,4,6 - 15,2,6 - 16,0,6 - 15,0,6 - 15
1724,582325000000,21.0,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
1725,582536000000,24.0,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,2,22 - 28,2,22 - 25
1726,582957000000,21.0,'male',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
1727,584072000000,18.0,'male',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
1728,584113000000,23.0,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,2,22 - 28,2,22 - 25
1729,584134000000,21.0,'male',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
1730,584305000000,22.5,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,2,22 - 28,2,22 - 25
1731,585135000000,31.0,'male',1,17 - 42,2,29 - 50,3,24 - 37,4,24 - 34,6,28 - 38,7,25 - 31
1732,585179000000,23.0,'male',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,2,22 - 28,2,22 - 25
1733,585841000000,19.0,'male',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
1734,585891000000,26.98425736,'male',1,17 - 42,0,16 - 29,3,24 - 37,4,24 - 34,2,22 - 28,7,25 - 31
1735,586524000000,11.44657534,'male',2,6 - 17,3,6 - 16,4,6 - 15,2,6 - 16,0,6 - 15,0,6 - 15
1736,586888000000,8.82191781,'male',2,6 - 17,3,6 - 16,4,6 - 15,2,6 - 16,0,6 - 15,0,6 - 15
1737,587010000000,21.0,'male',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
1738,587717000000,22.0,'male',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,2,22 - 25
1739,587735000000,18.0,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
1740,588017000000,21.0,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
1741,588680000000,22.5,'male',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,2,22 - 28,2,22 - 25
1742,589159000000,25.0,'female',1,17 - 42,0,16 - 29,3,24 - 37,4,24 - 34,2,22 - 28,2,22 - 25
1743,590290000000,11.23013699,'male',2,6 - 17,3,6 - 16,4,6 - 15,2,6 - 16,0,6 - 15,0,6 - 15
1744,590543000000,23.0,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,2,22 - 28,2,22 - 25
1745,591688000000,19.0,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
1746,592239000000,19.0,'male',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
1747,592481000000,19.0,'male',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
1748,592747000000,79.41409993,'male',0,42 - 86,1,51 - 86,1,56 - 86,1,65 - 86,5,65 - 86,1,65 - 86
1749,592934000000,23.0,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,2,22 - 28,2,22 - 25
1750,593517000000,22.5,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,2,22 - 28,2,22 - 25
1751,593651000000,27.0,'female',1,17 - 42,0,16 - 29,3,24 - 37,4,24 - 34,2,22 - 28,7,25 - 31
1752,593784000000,27.0,'female',1,17 - 42,0,16 - 29,3,24 - 37,4,24 - 34,2,22 - 28,7,25 - 31
1753,594451000000,21.0,'male',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
1754,594656000000,29.0,'female',1,17 - 42,0,16 - 29,3,24 - 37,4,24 - 34,6,28 - 38,7,25 - 31
1755,594746000000,16.0,'female',2,6 - 17,3,6 - 16,0,16 - 24,2,6 - 16,3,15 - 22,4,15 - 21
1756,595339000000,21.0,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
1757,595373000000,24.6543,'male',1,17 - 42,0,16 - 29,3,24 - 37,4,24 - 34,2,22 - 28,2,22 - 25
1758,595619000000,18.7,'male',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
1759,596067000000,23.0,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,2,22 - 28,2,22 - 25
1760,596191000000,15.2,'male',2,6 - 17,3,6 - 16,4,6 - 15,2,6 - 16,0,6 - 15,0,6 - 15
1761,596439000000,59.14852841,'female',0,42 - 86,1,51 - 86,1,56 - 86,5,50 - 64,1,51 - 64,6,52 - 65
1762,596552000000,14.0,'male',2,6 - 17,3,6 - 16,4,6 - 15,2,6 - 16,0,6 - 15,0,6 - 15
1763,596631000000,21.0,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
1764,596648000000,22.0,'male',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,2,22 - 25
1765,596962000000,9.37534247,'male',2,6 - 17,3,6 - 16,4,6 - 15,2,6 - 16,0,6 - 15,0,6 - 15
1766,597844000000,9.73,'male',2,6 - 17,3,6 - 16,4,6 - 15,2,6 - 16,0,6 - 15,0,6 - 15
1767,598246000000,19.0,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
1768,599592000000,21.0,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
1769,599933000000,67.5,'female',0,42 - 86,1,51 - 86,1,56 - 86,1,65 - 86,5,65 - 86,1,65 - 86
1770,600098000000,21.0,'male',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
1771,600265000000,18.0,'male',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
1772,600276000000,8.92054794,'female',2,6 - 17,3,6 - 16,4,6 - 15,2,6 - 16,0,6 - 15,0,6 - 15
1773,600445000000,22.5,'male',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,2,22 - 28,2,22 - 25
1774,600488000000,25.0,'male',1,17 - 42,0,16 - 29,3,24 - 37,4,24 - 34,2,22 - 28,2,22 - 25
1775,600606000000,13.0,'male',2,6 - 17,3,6 - 16,4,6 - 15,2,6 - 16,0,6 - 15,0,6 - 15
1776,600653000000,25.0,'male',1,17 - 42,0,16 - 29,3,24 - 37,4,24 - 34,2,22 - 28,2,22 - 25
1777,601575000000,18.0,'male',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
1778,602115000000,16.0,'male',2,6 - 17,3,6 - 16,0,16 - 24,2,6 - 16,3,15 - 22,4,15 - 21
1779,602900000000,29.27857632,'male',1,17 - 42,0,16 - 29,3,24 - 37,4,24 - 34,6,28 - 38,7,25 - 31
1780,603016000000,10.0,'male',2,6 - 17,3,6 - 16,4,6 - 15,2,6 - 16,0,6 - 15,0,6 - 15
1781,603274000000,21.0,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
1782,603550000000,21.0,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
1783,603637000000,21.0,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
1784,604404000000,22.5,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,2,22 - 28,2,22 - 25
1785,604495000000,10.08767123,'male',2,6 - 17,3,6 - 16,4,6 - 15,2,6 - 16,0,6 - 15,0,6 - 15
1786,604727000000,15.25,'male',2,6 - 17,3,6 - 16,4,6 - 15,2,6 - 16,0,6 - 15,0,6 - 15
1787,605331000000,19.0,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
1788,605374000000,23.0,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,2,22 - 28,2,22 - 25
1789,605870000000,18.0,'male',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
1790,606047000000,18.0,'male',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
1791,606246000000,19.0,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
1792,606418000000,26.0,'female',1,17 - 42,0,16 - 29,3,24 - 37,4,24 - 34,2,22 - 28,7,25 - 31
1793,606527000000,22.0,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,2,22 - 25
1794,606619000000,14.2,'male',2,6 - 17,3,6 - 16,4,6 - 15,2,6 - 16,0,6 - 15,0,6 - 15
1795,606946000000,27.5,'male',1,17 - 42,0,16 - 29,3,24 - 37,4,24 - 34,2,22 - 28,7,25 - 31
1796,607709000000,19.0,'male',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
1797,607793000000,21.0,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
1798,607809000000,23.0,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,2,22 - 28,2,22 - 25
1799,608228000000,18.0,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
1800,608680000000,19.0,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
1801,608691000000,23.0,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,2,22 - 28,2,22 - 25
1802,609018000000,19.0,'male',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
1803,609030000000,54.0,'male',0,42 - 86,1,51 - 86,2,37 - 56,5,50 - 64,1,51 - 64,6,52 - 65
1804,609062000000,48.25462012,'female',0,42 - 86,2,29 - 50,2,37 - 56,3,35 - 50,4,38 - 51,3,40 - 51
1805,609657000000,48.07939767,'male',0,42 - 86,2,29 - 50,2,37 - 56,3,35 - 50,4,38 - 51,3,40 - 51
1806,609892000000,13.75,'female',2,6 - 17,3,6 - 16,4,6 - 15,2,6 - 16,0,6 - 15,0,6 - 15
1807,610210000000,21.0,'male',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
1808,610294000000,21.0,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
1809,610599000000,35.58,'male',1,17 - 42,2,29 - 50,3,24 - 37,3,35 - 50,6,28 - 38,5,31 - 39
1810,611520000000,19.0,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
1811,611990000000,21.0,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
1812,612136000000,23.0,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,2,22 - 28,2,22 - 25
1813,612160000000,19.0,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
1814,612498000000,21.0,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
1815,612699000000,38.0,'male',1,17 - 42,2,29 - 50,2,37 - 56,3,35 - 50,6,28 - 38,5,31 - 39
1816,612846000000,23.0,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,2,22 - 28,2,22 - 25
1817,612993000000,19.33,'male',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
1818,613224000000,9.9548,'male',2,6 - 17,3,6 - 16,4,6 - 15,2,6 - 16,0,6 - 15,0,6 - 15
1819,613987000000,27.5,'female',1,17 - 42,0,16 - 29,3,24 - 37,4,24 - 34,2,22 - 28,7,25 - 31
1820,614479000000,72.82683094,'female',0,42 - 86,1,51 - 86,1,56 - 86,1,65 - 86,5,65 - 86,1,65 - 86
1821,614655000000,27.0,'female',1,17 - 42,0,16 - 29,3,24 - 37,4,24 - 34,2,22 - 28,7,25 - 31
1822,614768000000,22.0,'male',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,2,22 - 25
1823,614986000000,27.5,'female',1,17 - 42,0,16 - 29,3,24 - 37,4,24 - 34,2,22 - 28,7,25 - 31
1824,615196000000,26.87748118,'male',1,17 - 42,0,16 - 29,3,24 - 37,4,24 - 34,2,22 - 28,7,25 - 31
1825,615354000000,9.933,'female',2,6 - 17,3,6 - 16,4,6 - 15,2,6 - 16,0,6 - 15,0,6 - 15
1826,615418000000,23.0,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,2,22 - 28,2,22 - 25
1827,615511000000,27.5,'male',1,17 - 42,0,16 - 29,3,24 - 37,4,24 - 34,2,22 - 28,7,25 - 31
1828,615540000000,17.0,'female',2,6 - 17,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
1829,616304000000,21.0,'male',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
1830,616650000000,49.0,'female',0,42 - 86,2,29 - 50,2,37 - 56,3,35 - 50,4,38 - 51,3,40 - 51
1831,616981000000,15.0,'male',2,6 - 17,3,6 - 16,4,6 - 15,2,6 - 16,0,6 - 15,0,6 - 15
1832,617185000000,23.0,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,2,22 - 28,2,22 - 25
1833,617228000000,21.0,'male',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
1834,617549000000,32.5,'male',1,17 - 42,2,29 - 50,3,24 - 37,4,24 - 34,6,28 - 38,5,31 - 39
1835,617552000000,26.0,'female',1,17 - 42,0,16 - 29,3,24 - 37,4,24 - 34,2,22 - 28,7,25 - 31
1836,617764000000,54.19301848,'female',0,42 - 86,1,51 - 86,2,37 - 56,5,50 - 64,1,51 - 64,6,52 - 65
1837,617901000000,20.0,'male',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
1838,618288000000,13.0,'male',2,6 - 17,3,6 - 16,4,6 - 15,2,6 - 16,0,6 - 15,0,6 - 15
1839,619041000000,13.86447639,'male',2,6 - 17,3,6 - 16,4,6 - 15,2,6 - 16,0,6 - 15,0,6 - 15
1840,619456000000,29.0,'female',1,17 - 42,0,16 - 29,3,24 - 37,4,24 - 34,6,28 - 38,7,25 - 31
1841,619472000000,11.0,'male',2,6 - 17,3,6 - 16,4,6 - 15,2,6 - 16,0,6 - 15,0,6 - 15
1842,619489000000,19.0,'male',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
1843,619551000000,38.77344285,'male',1,17 - 42,2,29 - 50,2,37 - 56,3,35 - 50,4,38 - 51,5,31 - 39
1844,619614000000,40.0,'male',1,17 - 42,2,29 - 50,2,37 - 56,3,35 - 50,4,38 - 51,3,40 - 51
1845,619633000000,21.0,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
1846,620208000000,19.0,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
1847,620258000000,19.0,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
1848,620369000000,10.7529,'male',2,6 - 17,3,6 - 16,4,6 - 15,2,6 - 16,0,6 - 15,0,6 - 15
1849,620984000000,44.88158795,'female',0,42 - 86,2,29 - 50,2,37 - 56,3,35 - 50,4,38 - 51,3,40 - 51
1850,621737000000,10.69589041,'male',2,6 - 17,3,6 - 16,4,6 - 15,2,6 - 16,0,6 - 15,0,6 - 15
1851,621750000000,21.0,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
1852,622251000000,21.0,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
1853,622382000000,19.0,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
1854,622552000000,21.0,'male',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
1855,622843000000,21.0,'male',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
1856,622889000000,19.0,'male',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
1857,622939000000,8.98356164,'female',2,6 - 17,3,6 - 16,4,6 - 15,2,6 - 16,0,6 - 15,0,6 - 15
1858,622953000000,41.7522245,'female',1,17 - 42,2,29 - 50,2,37 - 56,3,35 - 50,4,38 - 51,3,40 - 51
1859,623405000000,21.0,'male',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
1860,623833000000,67.5,'male',0,42 - 86,1,51 - 86,1,56 - 86,1,65 - 86,5,65 - 86,1,65 - 86
1861,624448000000,31.0,'male',1,17 - 42,2,29 - 50,3,24 - 37,4,24 - 34,6,28 - 38,7,25 - 31
1862,625380000000,19.0,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
1863,625883000000,20.0,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
1864,625981000000,19.0,'male',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
1865,626189000000,17.0,'male',2,6 - 17,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
1866,626213000000,14.0,'male',2,6 - 17,3,6 - 16,4,6 - 15,2,6 - 16,0,6 - 15,0,6 - 15
1867,626261000000,59.88227242,'male',0,42 - 86,1,51 - 86,1,56 - 86,5,50 - 64,1,51 - 64,6,52 - 65
1868,627006000000,19.0,'male',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
1869,627472000000,66.90759754,'female',0,42 - 86,1,51 - 86,1,56 - 86,1,65 - 86,5,65 - 86,1,65 - 86
1870,627612000000,27.0,'female',1,17 - 42,0,16 - 29,3,24 - 37,4,24 - 34,2,22 - 28,7,25 - 31
1871,628739000000,21.0,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
1872,628789000000,21.0,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
1873,628894000000,9.1890411,'female',2,6 - 17,3,6 - 16,4,6 - 15,2,6 - 16,0,6 - 15,0,6 - 15
1874,628907000000,22.0,'male',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,2,22 - 25
1875,629066000000,21.0,'male',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
1876,630443000000,23.0,'male',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,2,22 - 28,2,22 - 25
1877,630552000000,59.83572895,'female',0,42 - 86,1,51 - 86,1,56 - 86,5,50 - 64,1,51 - 64,6,52 - 65
1878,631426000000,23.0,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,2,22 - 28,2,22 - 25
1879,631760000000,21.0,'male',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
1880,632119000000,27.0,'female',1,17 - 42,0,16 - 29,3,24 - 37,4,24 - 34,2,22 - 28,7,25 - 31
1881,632447000000,19.0,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
1882,632509000000,11.55,'male',2,6 - 17,3,6 - 16,4,6 - 15,2,6 - 16,0,6 - 15,0,6 - 15
1883,633603000000,23.0,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,2,22 - 28,2,22 - 25
1884,633708000000,21.0,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
1885,634457000000,24.0,'male',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,2,22 - 28,2,22 - 25
1886,634621000000,21.0,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
1887,635354000000,21.0,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
1888,635915000000,19.0,'male',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
1889,636130000000,24.0,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,2,22 - 28,2,22 - 25
1890,636480000000,19.0,'male',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
1891,638599000000,19.0,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
1892,638986000000,11.0,'male',2,6 - 17,3,6 - 16,4,6 - 15,2,6 - 16,0,6 - 15,0,6 - 15
1893,639397000000,13.0,'male',2,6 - 17,3,6 - 16,4,6 - 15,2,6 - 16,0,6 - 15,0,6 - 15
1894,639545000000,21.0,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
1895,639549000000,20.9,'male',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
1896,639706000000,19.0,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
1897,639874000000,22.0,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,2,22 - 25
1898,640226000000,11.0,'male',2,6 - 17,3,6 - 16,4,6 - 15,2,6 - 16,0,6 - 15,0,6 - 15
1899,640376000000,21.0,'male',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
1900,640474000000,19.0,'male',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
1901,640745000000,19.0,'male',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
1902,640830000000,10.68767123,'male',2,6 - 17,3,6 - 16,4,6 - 15,2,6 - 16,0,6 - 15,0,6 - 15
1903,640887000000,19.0,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
1904,641082000000,31.37029432,'male',1,17 - 42,2,29 - 50,3,24 - 37,4,24 - 34,6,28 - 38,5,31 - 39
1905,641201000000,9.61369863,'male',2,6 - 17,3,6 - 16,4,6 - 15,2,6 - 16,0,6 - 15,0,6 - 15
1906,641352000000,19.0,'male',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
1907,641503000000,12.30410959,'female',2,6 - 17,3,6 - 16,4,6 - 15,2,6 - 16,0,6 - 15,0,6 - 15
1908,641778000000,23.0,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,2,22 - 28,2,22 - 25
1909,641785000000,24.76386037,'male',1,17 - 42,0,16 - 29,3,24 - 37,4,24 - 34,2,22 - 28,2,22 - 25
1910,641925000000,27.5,'male',1,17 - 42,0,16 - 29,3,24 - 37,4,24 - 34,2,22 - 28,7,25 - 31
1911,642488000000,25.0,'female',1,17 - 42,0,16 - 29,3,24 - 37,4,24 - 34,2,22 - 28,2,22 - 25
1912,642533000000,19.0,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
1913,642736000000,21.0,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
1914,642915000000,25.0,'male',1,17 - 42,0,16 - 29,3,24 - 37,4,24 - 34,2,22 - 28,2,22 - 25
1915,643157000000,18.0,'male',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
1916,643420000000,20.0,'male',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
1917,643481000000,10.37260274,'male',2,6 - 17,3,6 - 16,4,6 - 15,2,6 - 16,0,6 - 15,0,6 - 15
1918,644183000000,27.0,'male',1,17 - 42,0,16 - 29,3,24 - 37,4,24 - 34,2,22 - 28,7,25 - 31
1919,644560000000,22.601,'male',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,2,22 - 28,2,22 - 25
1920,644733000000,19.0,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
1921,644778000000,27.5,'male',1,17 - 42,0,16 - 29,3,24 - 37,4,24 - 34,2,22 - 28,7,25 - 31
1922,644890000000,21.0,'male',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
1923,644907000000,27.0,'male',1,17 - 42,0,16 - 29,3,24 - 37,4,24 - 34,2,22 - 28,7,25 - 31
1924,645058000000,21.0,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
1925,645692000000,21.0,'male',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
1926,645711000000,21.0,'male',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
1927,645780000000,27.0,'male',1,17 - 42,0,16 - 29,3,24 - 37,4,24 - 34,2,22 - 28,7,25 - 31
1928,645850000000,29.0,'male',1,17 - 42,0,16 - 29,3,24 - 37,4,24 - 34,6,28 - 38,7,25 - 31
1929,646068000000,19.0,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
1930,646346000000,12.68,'male',2,6 - 17,3,6 - 16,4,6 - 15,2,6 - 16,0,6 - 15,0,6 - 15
1931,646518000000,19.0,'male',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
1932,646744000000,20.1670089,'male',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
1933,646867000000,19.0,'male',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
